wavelength,absorption,publication,medium,attenuation,scattering,attenuation_error,absorption_error,measurement
1668.9,554.7900000000001,wieliczka89,,,,,,
1670.0,554.5,wieliczka89,,,,,,
1671.1,553.5999999999999,wieliczka89,,,,,,
1672.0,554.23,wieliczka89,,,,,,
1673.1,552.8,wieliczka89,,,,,,
1673.9,553.2,wieliczka89,,,,,,
1675.0,552.53,wieliczka89,,,,,,
1675.9,553.3000000000001,wieliczka89,,,,,,
1677.0,552.78,wieliczka89,,,,,,
1678.1,552.86,wieliczka89,,,,,,
1679.0,551.61,wieliczka89,,,,,,
1680.1,552.36,wieliczka89,,,,,,
1681.0,551.5600000000001,wieliczka89,,,,,,
1682.1,552.68,wieliczka89,,,,,,
1682.9,552.03,wieliczka89,,,,,,
1684.1,551.9599999999999,wieliczka89,,,,,,
1684.9,551.53,wieliczka89,,,,,,
1686.1,552.13,wieliczka89,,,,,,
1686.9,551.03,wieliczka89,,,,,,
1688.0,552.67,wieliczka89,,,,,,
1688.9,551.1999999999999,wieliczka89,,,,,,
1690.0,551.86,wieliczka89,,,,,,
1690.9,551.44,wieliczka89,,,,,,
1692.0,551.9499999999999,wieliczka89,,,,,,
1692.9,551.01,wieliczka89,,,,,,
1694.1,551.89,wieliczka89,,,,,,
1694.9,552.21,wieliczka89,,,,,,
1696.1,553.8299999999999,wieliczka89,,,,,,
1696.9,553.55,wieliczka89,,,,,,
1698.1,554.51,wieliczka89,,,,,,
1698.9,555.5600000000001,wieliczka89,,,,,,
1700.1,557.25,wieliczka89,,,,,,
1701.0,558.2900000000001,wieliczka89,,,,,,
1702.1,560.65,wieliczka89,,,,,,
1703.0,560.73,wieliczka89,,,,,,
1703.9,562.8,wieliczka89,,,,,,
1705.0,563.6,wieliczka89,,,,,,
1705.9,566.1800000000001,wieliczka89,,,,,,
1707.1,567.12,wieliczka89,,,,,,
1707.9,569.11,wieliczka89,,,,,,
1709.1,570.34,wieliczka89,,,,,,
1710.0,573.28,wieliczka89,,,,,,
1710.9,575.04,wieliczka89,,,,,,
1712.0,576.5600000000001,wieliczka89,,,,,,
1712.9,577.44,wieliczka89,,,,,,
1714.1,579.83,wieliczka89,,,,,,
1715.0,581.0699999999999,wieliczka89,,,,,,
1715.9,582.8199999999999,wieliczka89,,,,,,
1717.0,584.1700000000001,wieliczka89,,,,,,
1717.9,587.46,wieliczka89,,,,,,
1719.1,589.39,wieliczka89,,,,,,
1720.0,592.9599999999999,wieliczka89,,,,,,
1720.9,594.3399999999999,wieliczka89,,,,,,
1722.1,597.5,wieliczka89,,,,,,
1722.9,599.67,wieliczka89,,,,,,
1724.1,602.69,wieliczka89,,,,,,
1725.0,605.07,wieliczka89,,,,,,
1725.9,608.47,wieliczka89,,,,,,
1727.1,609.8,wieliczka89,,,,,,
1728.0,613.62,wieliczka89,,,,,,
1728.9,616.29,wieliczka89,,,,,,
1730.1,620.0,wieliczka89,,,,,,
1731.0,621.93,wieliczka89,,,,,,
1731.9,625.23,wieliczka89,,,,,,
1733.1,628.79,wieliczka89,,,,,,
1734.0,633.46,wieliczka89,,,,,,
1734.9,636.68,wieliczka89,,,,,,
1736.1,639.5699999999999,wieliczka89,,,,,,
1737.0,644.4499999999999,wieliczka89,,,,,,
1737.9,648.9499999999999,wieliczka89,,,,,,
1739.1,652.0400000000001,wieliczka89,,,,,,
1740.0,657.05,wieliczka89,,,,,,
1740.9,661.25,wieliczka89,,,,,,
1741.9,665.52,wieliczka89,,,,,,
1743.1,669.3100000000001,wieliczka89,,,,,,
1744.0,674.8000000000001,wieliczka89,,,,,,
1744.9,679.13,wieliczka89,,,,,,
1746.1,684.7,wieliczka89,,,,,,
1747.0,689.6600000000001,wieliczka89,,,,,,
1747.9,694.91,wieliczka89,,,,,,
1748.9,699.86,wieliczka89,,,,,,
1750.1,705.91,wieliczka89,,,,,,
1751.0,711.06,wieliczka89,,,,,,
1751.9,717.22,wieliczka89,,,,,,
1752.8,722.65,wieliczka89,,,,,,
1754.1,727.87,wieliczka89,,,,,,
1755.0,733.93,wieliczka89,,,,,,
1755.9,740.7,wieliczka89,,,,,,
1756.9,747.4599999999999,wieliczka89,,,,,,
1758.1,754.0899999999999,wieliczka89,,,,,,
1759.0,759.4,wieliczka89,,,,,,
1759.9,766.1400000000001,wieliczka89,,,,,,
1760.9,772.88,wieliczka89,,,,,,
1762.1,778.04,wieliczka89,,,,,,
1763.0,783.33,wieliczka89,,,,,,
1764.0,789.32,wieliczka89,,,,,,
1764.9,794.6,wieliczka89,,,,,,
1765.8,799.16,wieliczka89,,,,,,
1767.1,805.0000000000001,wieliczka89,,,,,,
1768.0,810.2600000000001,wieliczka89,,,,,,
1769.0,815.5099999999999,wieliczka89,,,,,,
1769.9,820.05,wieliczka89,,,,,,
1770.9,823.87,wieliczka89,,,,,,
1772.1,826.83,wieliczka89,,,,,,
1773.0,832.0600000000001,wieliczka89,,,,,,
1774.0,835.16,wieliczka89,,,,,,
1774.9,838.9699999999999,wieliczka89,,,,,,
1775.9,842.77,wieliczka89,,,,,,
1777.1,844.9999999999999,wieliczka89,,,,,,
1778.1,848.08,wieliczka89,,,,,,
1779.0,851.16,wieliczka89,,,,,,
1780.0,853.53,wieliczka89,,,,,,
1780.9,855.89,wieliczka89,,,,,,
1781.9,858.96,wieliczka89,,,,,,
1782.8,861.32,wieliczka89,,,,,,
1784.1,864.23,wieliczka89,,,,,,
1785.1,867.2900000000001,wieliczka89,,,,,,
1786.0,868.93,wieliczka89,,,,,,
1787.0,871.9799999999999,wieliczka89,,,,,,
1787.9,873.63,wieliczka89,,,,,,
1788.9,875.2599999999999,wieliczka89,,,,,,
1789.9,877.6,wieliczka89,,,,,,
1791.2,877.68,wieliczka89,,,,,,
1792.1,877.91,wieliczka89,,,,,,
1793.1,879.5400000000001,wieliczka89,,,,,,
1794.0,880.46,wieliczka89,,,,,,
1795.0,880.69,wieliczka89,,,,,,
1796.0,880.9200000000001,wieliczka89,,,,,,
1796.9,881.1400000000001,wieliczka89,,,,,,
1797.9,879.9699999999999,wieliczka89,,,,,,
1798.9,879.49,wieliczka89,,,,,,
1799.9,879.0200000000001,wieliczka89,,,,,,
1801.2,877.6899999999999,wieliczka89,,,,,,
1802.1,876.52,wieliczka89,,,,,,
1803.1,875.3399999999999,wieliczka89,,,,,,
1804.1,874.8699999999999,wieliczka89,,,,,,
1805.1,873.7,wieliczka89,,,,,,
1806.0,873.9200000000001,wieliczka89,,,,,,
1807.0,873.45,wieliczka89,,,,,,
1808.0,874.37,wieliczka89,,,,,,
1809.0,875.2800000000001,wieliczka89,,,,,,
1810.0,875.5000000000001,wieliczka89,,,,,,
1810.9,877.8000000000001,wieliczka89,,,,,,
1811.9,878.71,wieliczka89,,,,,,
1812.9,878.9300000000001,wieliczka89,,,,,,
1813.9,879.8400000000001,wieliczka89,,,,,,
1814.9,879.36,wieliczka89,,,,,,
1815.9,880.95,wieliczka89,,,,,,
1816.9,881.86,wieliczka89,,,,,,
1817.9,883.45,wieliczka89,,,,,,
1818.8,884.35,wieliczka89,,,,,,
1819.8,885.2499999999999,wieliczka89,,,,,,
1821.2,885.98,wieliczka89,,,,,,
1822.2,886.88,wieliczka89,,,,,,
1823.2,887.0799999999999,wieliczka89,,,,,,
1824.2,888.67,wieliczka89,,,,,,
1825.2,888.87,wieliczka89,,,,,,
1826.2,890.45,wieliczka89,,,,,,
1827.2,892.7099999999999,wieliczka89,,,,,,
1828.2,895.66,wieliczka89,,,,,,
1829.2,897.9100000000001,wieliczka89,,,,,,
1830.2,901.54,wieliczka89,,,,,,
1831.2,904.48,wieliczka89,,,,,,
1831.8,909.6299999999999,wieliczka89,,,,,,
1832.8,913.9300000000001,wieliczka89,,,,,,
1833.9,918.91,wieliczka89,,,,,,
1834.9,925.25,wieliczka89,,,,,,
1835.9,930.9100000000001,wieliczka89,,,,,,
1836.9,937.2299999999999,wieliczka89,,,,,,
1837.9,944.92,wieliczka89,,,,,,
1838.9,952.6,wieliczka89,,,,,,
1839.9,962.32,wieliczka89,,,,,,
1840.9,971.35,wieliczka89,,,,,,
1842.0,982.41,wieliczka89,,,,,,
1843.0,993.4599999999999,wieliczka89,,,,,,
1844.0,1005.1999999999999,wieliczka89,,,,,,
1845.0,1017.6,wieliczka89,,,,,,
1846.0,1030.6,wieliczka89,,,,,,
1847.1,1043.6,wieliczka89,,,,,,
1848.1,1060.6999999999998,wieliczka89,,,,,,
1849.1,1076.5,wieliczka89,,,,,,
1850.1,1095.6,wieliczka89,,,,,,
1851.2,1114.6000000000001,wieliczka89,,,,,,
1851.9,1135.9,wieliczka89,,,,,,
1852.9,1157.7,wieliczka89,,,,,,
1853.9,1181.5,wieliczka89,,,,,,
1854.9,1205.8999999999999,wieliczka89,,,,,,
1856.0,1235.0,wieliczka89,,,,,,
1857.0,1266.1,wieliczka89,,,,,,
1858.0,1301.2,wieliczka89,,,,,,
1859.1,1337.7,wieliczka89,,,,,,
1860.1,1378.8,wieliczka89,,,,,,
1861.2,1422.6000000000001,wieliczka89,,,,,,
1861.9,1472.0,wieliczka89,,,,,,
1862.9,1523.8,wieliczka89,,,,,,
1863.9,1580.3000000000002,wieliczka89,,,,,,
1865.0,1640.7,wieliczka89,,,,,,
1866.0,1708.5,wieliczka89,,,,,,
1867.1,1780.9,wieliczka89,,,,,,
1868.1,1860.0000000000002,wieliczka89,,,,,,
1869.2,1945.6,wieliczka89,,,,,,
1869.9,2039.0,wieliczka89,,,,,,
1870.9,2138.6,wieliczka89,,,,,,
1872.0,2249.5,wieliczka89,,,,,,
1873.0,2367.0,wieliczka89,,,,,,
1874.1,2496.3999999999996,wieliczka89,,,,,,
1875.1,2635.1,wieliczka89,,,,,,
1876.2,2787.7,wieliczka89,,,,,,
1876.9,2950.6,wieliczka89,,,,,,
1877.9,3127.6,wieliczka89,,,,,,
1879.0,3317.2,wieliczka89,,,,,,
1880.1,3525.2000000000003,wieliczka89,,,,,,
1881.1,3745.0000000000005,wieliczka89,,,,,,
1882.2,3983.8999999999996,wieliczka89,,,,,,
1882.9,4236.0,wieliczka89,,,,,,
1883.9,4505.7,wieliczka89,,,,,,
1885.0,4789.200000000001,wieliczka89,,,,,,
1886.1,5087.599999999999,wieliczka89,,,,,,
1887.1,5397.099999999999,wieliczka89,,,,,,
1887.9,5723.2,wieliczka89,,,,,,
1888.9,6056.6,wieliczka89,,,,,,
1890.0,6400.9,wieliczka89,,,,,,
1891.1,6751.4,wieliczka89,,,,,,
1892.1,7099.599999999999,wieliczka89,,,,,,
1892.9,7455.400000000001,wieliczka89,,,,,,
1893.9,7809.4,wieliczka89,,,,,,
1895.0,8156.5,wieliczka89,,,,,,
1896.1,8496.5,wieliczka89,,,,,,
1897.2,8829.4,wieliczka89,,,,,,
1897.9,9150.5,wieliczka89,,,,,,
1899.0,9456.300000000001,wieliczka89,,,,,,
1900.1,9748.6,wieliczka89,,,,,,
1901.1,10027.0,wieliczka89,,,,,,
1901.9,10301.0,wieliczka89,,,,,,
1902.9,10546.0,wieliczka89,,,,,,
1904.0,10784.0,wieliczka89,,,,,,
1905.1,10996.0,wieliczka89,,,,,,
1905.9,11202.0,wieliczka89,,,,,,
1906.9,11387.0,wieliczka89,,,,,,
1908.0,11565.0,wieliczka89,,,,,,
1909.1,11730.0,wieliczka89,,,,,,
1909.9,11883.0,wieliczka89,,,,,,
1910.9,12021.0,wieliczka89,,,,,,
1912.0,12152.0,wieliczka89,,,,,,
1913.1,12270.0,wieliczka89,,,,,,
1913.9,12383.0,wieliczka89,,,,,,
1915.0,12481.0,wieliczka89,,,,,,
1916.1,12579.0,wieliczka89,,,,,,
1917.2,12664.0,wieliczka89,,,,,,
1917.9,12744.0,wieliczka89,,,,,,
1919.0,12809.0,wieliczka89,,,,,,
1920.1,12866.999999999998,wieliczka89,,,,,,
1920.9,12913.999999999998,wieliczka89,,,,,,
1922.0,12959.0,wieliczka89,,,,,,
1923.1,12991.0,wieliczka89,,,,,,
1923.8,13025.0,wieliczka89,,,,,,
1924.9,13043.0,wieliczka89,,,,,,
1926.0,13055.000000000002,wieliczka89,,,,,,
1927.2,13061.000000000002,wieliczka89,,,,,,
1927.9,13062.0,wieliczka89,,,,,,
1929.0,13047.999999999998,wieliczka89,,,,,,
1930.1,13034.0,wieliczka89,,,,,,
1930.9,13016.0,wieliczka89,,,,,,
1932.0,12988.999999999998,wieliczka89,,,,,,
1933.1,12956.0,wieliczka89,,,,,,
1933.9,12912.0,wieliczka89,,,,,,
1935.0,12865.0,wieliczka89,,,,,,
1936.1,12812.0,wieliczka89,,,,,,
1936.9,12755.0,wieliczka89,,,,,,
1938.0,12696.0,wieliczka89,,,,,,
1939.1,12630.0,wieliczka89,,,,,,
1939.9,12567.0,wieliczka89,,,,,,
1941.0,12489.0,wieliczka89,,,,,,
1942.1,12410.0,wieliczka89,,,,,,
1942.9,12328.0,wieliczka89,,,,,,
1944.0,12243.0,wieliczka89,,,,,,
1945.1,12152.0,wieliczka89,,,,,,
1945.9,12070.0,wieliczka89,,,,,,
1947.0,11972.0,wieliczka89,,,,,,
1948.2,11881.0,wieliczka89,,,,,,
1948.9,11787.0,wieliczka89,,,,,,
1950.1,11689.0,wieliczka89,,,,,,
1950.8,11588.0,wieliczka89,,,,,,
1952.0,11491.0,wieliczka89,,,,,,
1953.1,11388.0,wieliczka89,,,,,,
1953.9,11294.0,wieliczka89,,,,,,
1955.0,11184.0,wieliczka89,,,,,,
1956.2,11081.0,wieliczka89,,,,,,
1956.9,10981.0,wieliczka89,,,,,,
1958.1,10871.0,wieliczka89,,,,,,
1958.9,10771.0,wieliczka89,,,,,,
1960.0,10662.0,wieliczka89,,,,,,
1961.2,10553.0,wieliczka89,,,,,,
1961.9,10453.0,wieliczka89,,,,,,
1963.1,10345.0,wieliczka89,,,,,,
1963.9,10244.0,wieliczka89,,,,,,
1965.0,10136.0,wieliczka89,,,,,,
1966.2,10028.0,wieliczka89,,,,,,
1967.0,9928.1,wieliczka89,,,,,,
1968.1,9820.099999999999,wieliczka89,,,,,,
1968.9,9720.5,wieliczka89,,,,,,
1970.1,9619.1,wieliczka89,,,,,,
1970.8,9513.2,wieliczka89,,,,,,
1972.0,9412.0,wieliczka89,,,,,,
1973.2,9317.3,wieliczka89,,,,,,
1973.9,9218.1,wieliczka89,,,,,,
1975.1,9110.9,wieliczka89,,,,,,
1975.9,9018.2,wieliczka89,,,,,,
1977.1,8917.6,wieliczka89,,,,,,
1977.8,8825.1,wieliczka89,,,,,,
1979.0,8724.6,wieliczka89,,,,,,
1979.8,8632.3,wieliczka89,,,,,,
1981.0,8532.0,wieliczka89,,,,,,
1982.2,8438.2,wieliczka89,,,,,,
1982.9,8346.1,wieliczka89,,,,,,
1984.1,8252.5,wieliczka89,,,,,,
1984.9,8160.599999999999,wieliczka89,,,,,,
1986.1,8067.1,wieliczka89,,,,,,
1986.9,7981.699999999999,wieliczka89,,,,,,
1988.1,7894.799999999999,wieliczka89,,,,,,
1988.9,7809.5,wieliczka89,,,,,,
1990.0,7722.799999999999,wieliczka89,,,,,,
1990.8,7643.9,wieliczka89,,,,,,
1992.0,7557.4,wieliczka89,,,,,,
1992.8,7478.700000000001,wieliczka89,,,,,,
1994.0,7392.3,wieliczka89,,,,,,
1994.8,7313.7,wieliczka89,,,,,,
1996.0,7233.799999999999,wieliczka89,,,,,,
1996.8,7155.400000000001,wieliczka89,,,,,,
1998.0,7081.900000000001,wieliczka89,,,,,,
1998.8,7003.700000000001,wieliczka89,,,,,,
2000.0,6924.1,wieliczka89,,,,,,
2001.2,6850.799999999999,wieliczka89,,,,,,
2002.0,6779.000000000001,wieliczka89,,,,,,
2002.8,6701.000000000001,wieliczka89,,,,,,
2004.0,6634.3,wieliczka89,,,,,,
2004.8,6562.7,wieliczka89,,,,,,
2006.0,6489.799999999999,wieliczka89,,,,,,
2006.8,6424.599999999999,wieliczka89,,,,,,
2008.0,6358.2,wieliczka89,,,,,,
2008.8,6293.099999999999,wieliczka89,,,,,,
2010.1,6225.5,wieliczka89,,,,,,
2010.9,6162.400000000001,wieliczka89,,,,,,
2012.1,6098.7,wieliczka89,,,,,,
2012.9,6035.7,wieliczka89,,,,,,
2014.1,5973.400000000001,wieliczka89,,,,,,
2014.9,5913.0,wieliczka89,,,,,,
2016.1,5850.8,wieliczka89,,,,,,
2016.9,5793.7,wieliczka89,,,,,,
2018.2,5735.4,wieliczka89,,,,,,
2019.0,5679.5,wieliczka89,,,,,,
2020.2,5621.3,wieliczka89,,,,,,
2021.0,5566.2,wieliczka89,,,,,,
2021.8,5512.400000000001,wieliczka89,,,,,,
2023.1,5457.5,wieliczka89,,,,,,
2023.9,5403.7,wieliczka89,,,,,,
2025.1,5350.8,wieliczka89,,,,,,
2025.9,5299.0,wieliczka89,,,,,,
2027.2,5247.4,wieliczka89,,,,,,
2028.0,5197.0,wieliczka89,,,,,,
2028.8,5147.8,wieliczka89,,,,,,
2030.0,5098.2,wieliczka89,,,,,,
2030.9,5051.599999999999,wieliczka89,,,,,,
2032.1,5000.9,wieliczka89,,,,,,
2032.9,4955.599999999999,wieliczka89,,,,,,
2034.2,4906.900000000001,wieliczka89,,,,,,
2035.0,4859.8,wieliczka89,,,,,,
2035.8,4814.0,wieliczka89,,,,,,
2037.1,4768.5,wieliczka89,,,,,,
2037.9,4722.8,wieliczka89,,,,,,
2039.2,4677.4,wieliczka89,,,,,,
2040.0,4634.8,wieliczka89,,,,,,
2040.8,4591.7,wieliczka89,,,,,,
2042.1,4548.8,wieliczka89,,,,,,
2042.9,4507.0,wieliczka89,,,,,,
2044.2,4466.1,wieliczka89,,,,,,
2045.0,4425.6,wieliczka89,,,,,,
2045.8,4385.7,wieliczka89,,,,,,
2047.1,4344.3,wieliczka89,,,,,,
2047.9,4305.7,wieliczka89,,,,,,
2049.2,4266.299999999999,wieliczka89,,,,,,
2050.0,4227.8,wieliczka89,,,,,,
2050.9,4189.3,wieliczka89,,,,,,
2052.1,4151.8,wieliczka89,,,,,,
2053.0,4115.2,wieliczka89,,,,,,
2053.8,4078.6000000000004,wieliczka89,,,,,,
2055.1,4041.8999999999996,wieliczka89,,,,,,
2055.9,4005.4,wieliczka89,,,,,,
2057.2,3968.7,wieliczka89,,,,,,
2058.0,3933.5,wieliczka89,,,,,,
2058.9,3897.0999999999995,wieliczka89,,,,,,
2060.2,3861.7,wieliczka89,,,,,,
2061.0,3827.2,wieliczka89,,,,,,
2061.9,3792.7,wieliczka89,,,,,,
2063.1,3758.7000000000003,wieliczka89,,,,,,
2064.0,3726.1000000000004,wieliczka89,,,,,,
2064.8,3693.5,wieliczka89,,,,,,
2066.1,3660.7999999999997,wieliczka89,,,,,,
2067.0,3628.3,wieliczka89,,,,,,
2067.8,3597.6,wieliczka89,,,,,,
2069.1,3565.6,wieliczka89,,,,,,
2070.0,3536.2000000000003,wieliczka89,,,,,,
2070.8,3504.9999999999995,wieliczka89,,,,,,
2072.1,3476.2,wieliczka89,,,,,,
2073.0,3446.9,wieliczka89,,,,,,
2073.8,3418.8,wieliczka89,,,,,,
2075.1,3389.3999999999996,wieliczka89,,,,,,
2076.0,3362.6,wieliczka89,,,,,,
2076.8,3334.5,wieliczka89,,,,,,
2078.1,3307.1,wieliczka89,,,,,,
2079.0,3279.7,wieliczka89,,,,,,
2079.9,3253.6000000000004,wieliczka89,,,,,,
2081.2,3225.6,wieliczka89,,,,,,
2082.0,3200.1,wieliczka89,,,,,,
2082.9,3174.0,wieliczka89,,,,,,
2084.2,3149.7,wieliczka89,,,,,,
2085.1,3123.7,wieliczka89,,,,,,
2085.9,3100.1,wieliczka89,,,,,,
2086.8,3075.3,wieliczka89,,,,,,
2088.1,3049.9,wieliczka89,,,,,,
2089.0,3025.2,wieliczka89,,,,,,
2089.9,3001.1,wieliczka89,,,,,,
2091.2,2976.4,wieliczka89,,,,,,
2092.1,2954.7000000000003,wieliczka89,,,,,,
2092.9,2931.2999999999997,wieliczka89,,,,,,
2093.8,2909.6,wieliczka89,,,,,,
2095.1,2885.6000000000004,wieliczka89,,,,,,
2096.0,2864.6,wieliczka89,,,,,,
2096.9,2841.7999999999997,wieliczka89,,,,,,
2098.2,2818.5,wieliczka89,,,,,,
2099.1,2796.9,wieliczka89,,,,,,
2100.0,2776.0,wieliczka89,,,,,,
2100.8,2754.5,wieliczka89,,,,,,
2102.2,2733.1,wieliczka89,,,,,,
2103.0,2713.4,wieliczka89,,,,,,
2103.9,2694.3,wieliczka89,,,,,,
2104.8,2674.1,wieliczka89,,,,,,
2106.1,2655.7,wieliczka89,,,,,,
2107.0,2636.7000000000003,wieliczka89,,,,,,
2107.9,2618.9,wieliczka89,,,,,,
2108.8,2599.9,wieliczka89,,,,,,
2110.1,2582.7999999999997,wieliczka89,,,,,,
2111.0,2565.0,wieliczka89,,,,,,
2111.9,2548.5,wieliczka89,,,,,,
2112.8,2530.7,wieliczka89,,,,,,
2114.2,2514.9,wieliczka89,,,,,,
2115.1,2498.9,wieliczka89,,,,,,
2116.0,2484.7999999999997,wieliczka89,,,,,,
2116.9,2467.7,wieliczka89,,,,,,
2118.2,2451.8999999999996,wieliczka89,,,,,,
2119.1,2436.1,wieliczka89,,,,,,
2120.0,2420.2000000000003,wieliczka89,,,,,,
2120.9,2403.2,wieliczka89,,,,,,
2121.8,2388.6,wieliczka89,,,,,,
2123.1,2372.8,wieliczka89,,,,,,
2124.0,2358.2000000000003,wieliczka89,,,,,,
2124.9,2343.6,wieliczka89,,,,,,
2125.9,2329.0,wieliczka89,,,,,,
2127.2,2315.7,wieliczka89,,,,,,
2128.1,2302.3,wieliczka89,,,,,,
2129.0,2289.0,wieliczka89,,,,,,
2129.9,2276.8,wieliczka89,,,,,,
2130.8,2264.0,wieliczka89,,,,,,
2132.2,2249.6,wieliczka89,,,,,,
2133.1,2238.0,wieliczka89,,,,,,
2134.0,2227.1,wieliczka89,,,,,,
2134.9,2214.9,wieliczka89,,,,,,
2135.8,2203.4,wieliczka89,,,,,,
2137.2,2192.6,wieliczka89,,,,,,
2138.1,2182.2,wieliczka89,,,,,,
2139.0,2171.9,wieliczka89,,,,,,
2140.0,2161.6,wieliczka89,,,,,,
2140.9,2150.7000000000003,wieliczka89,,,,,,
2141.8,2141.5,wieliczka89,,,,,,
2143.2,2131.4,wieliczka89,,,,,,
2144.1,2121.7,wieliczka89,,,,,,
2145.0,2112.0,wieliczka89,,,,,,
2145.9,2102.9,wieliczka89,,,,,,
2146.8,2092.6,wieliczka89,,,,,,
2148.2,2083.6,wieliczka89,,,,,,
2149.2,2074.6,wieliczka89,,,,,,
2150.1,2065.5,wieliczka89,,,,,,
2151.0,2057.6,wieliczka89,,,,,,
2151.9,2049.7,wieliczka89,,,,,,
2152.9,2041.1999999999998,wieliczka89,,,,,,
2153.8,2033.8999999999999,wieliczka89,,,,,,
2155.2,2025.0,wieliczka89,,,,,,
2156.1,2016.6000000000001,wieliczka89,,,,,,
2157.0,2009.9,wieliczka89,,,,,,
2158.0,2002.0,wieliczka89,,,,,,
2158.9,1995.3,wieliczka89,,,,,,
2159.8,1988.1,wieliczka89,,,,,,
2161.2,1982.1000000000001,wieliczka89,,,,,,
2162.2,1974.8999999999999,wieliczka89,,,,,,
2163.1,1968.8,wieliczka89,,,,,,
2164.0,1963.3,wieliczka89,,,,,,
2165.0,1958.3999999999999,wieliczka89,,,,,,
2165.9,1952.9,wieliczka89,,,,,,
2166.8,1947.4,wieliczka89,,,,,,
2167.8,1942.5,wieliczka89,,,,,,
2169.2,1937.2,wieliczka89,,,,,,
2170.1,1932.3,wieliczka89,,,,,,
2171.1,1927.4,wieliczka89,,,,,,
2172.0,1923.1000000000001,wieliczka89,,,,,,
2173.0,1917.7,wieliczka89,,,,,,
2173.9,1913.4,wieliczka89,,,,,,
2174.9,1909.6,wieliczka89,,,,,,
2175.8,1904.7999999999997,wieliczka89,,,,,,
2177.2,1898.9,wieliczka89,,,,,,
2178.2,1894.6000000000001,wieliczka89,,,,,,
2179.1,1888.6,wieliczka89,,,,,,
2180.1,1883.2,wieliczka89,,,,,,
2181.0,1879.5000000000002,wieliczka89,,,,,,
2182.0,1873.5,wieliczka89,,,,,,
2182.9,1869.8,wieliczka89,,,,,,
2183.9,1866.1000000000001,wieliczka89,,,,,,
2184.8,1861.1999999999998,wieliczka89,,,,,,
2185.8,1856.4,wieliczka89,,,,,,
2187.2,1851.1,wieliczka89,,,,,,
2188.2,1848.0,wieliczka89,,,,,,
2189.1,1844.3999999999999,wieliczka89,,,,,,
2190.1,1842.3999999999999,wieliczka89,,,,,,
2191.1,1838.7,wieliczka89,,,,,,
2192.0,1837.3999999999999,wieliczka89,,,,,,
2193.0,1837.1,wieliczka89,,,,,,
2193.9,1837.5,wieliczka89,,,,,,
2194.9,1837.2,wieliczka89,,,,,,
2195.9,1836.4,wieliczka89,,,,,,
2196.8,1835.6000000000001,wieliczka89,,,,,,
2197.8,1834.8,wieliczka89,,,,,,
2198.8,1834.6,wieliczka89,,,,,,
2200.2,1833.3999999999999,wieliczka89,,,,,,
2201.2,1832.6000000000001,wieliczka89,,,,,,
2202.2,1832.9,wieliczka89,,,,,,
2203.1,1832.7000000000003,wieliczka89,,,,,,
2204.1,1834.1000000000001,wieliczka89,,,,,,
2205.1,1833.2999999999997,wieliczka89,,,,,,
2206.0,1833.6,wieliczka89,,,,,,
2207.0,1834.0,wieliczka89,,,,,,
2208.0,1832.0,wieliczka89,,,,,,
2209.0,1830.6999999999998,wieliczka89,,,,,,
2209.9,1829.3,wieliczka89,,,,,,
2210.9,1827.9,wieliczka89,,,,,,
2211.9,1827.7,wieliczka89,,,,,,
2212.9,1828.6000000000001,wieliczka89,,,,,,
2213.9,1828.9,wieliczka89,,,,,,
2214.8,1829.7999999999997,wieliczka89,,,,,,
2215.8,1831.8000000000002,wieliczka89,,,,,,
2216.8,1834.4,wieliczka89,,,,,,
2217.8,1835.8,wieliczka89,,,,,,
2218.8,1836.7,wieliczka89,,,,,,
2220.2,1837.2,wieliczka89,,,,,,
2221.2,1837.5,wieliczka89,,,,,,
2222.2,1837.3000000000002,wieliczka89,,,,,,
2223.2,1840.4,wieliczka89,,,,,,
2224.2,1841.8,wieliczka89,,,,,,
2225.2,1843.9,wieliczka89,,,,,,
2226.2,1847.0,wieliczka89,,,,,,
2227.2,1848.9999999999998,wieliczka89,,,,,,
2228.2,1851.5,wieliczka89,,,,,,
2229.2,1854.1000000000001,wieliczka89,,,,,,
2230.2,1857.1999999999998,wieliczka89,,,,,,
2231.1,1858.1,wieliczka89,,,,,,
2232.1,1860.1,wieliczka89,,,,,,
2233.1,1863.7,wieliczka89,,,,,,
2234.1,1864.6000000000001,wieliczka89,,,,,,
2235.1,1867.1,wieliczka89,,,,,,
2236.1,1870.2000000000003,wieliczka89,,,,,,
2237.1,1875.0,wieliczka89,,,,,,
2238.1,1879.2000000000003,wieliczka89,,,,,,
2239.1,1883.3999999999999,wieliczka89,,,,,,
2240.1,1888.2,wieliczka89,,,,,,
2241.1,1893.4999999999998,wieliczka89,,,,,,
2242.2,1898.3,wieliczka89,,,,,,
2243.2,1903.6000000000001,wieliczka89,,,,,,
2244.2,1908.8999999999999,wieliczka89,,,,,,
2245.2,1914.2,wieliczka89,,,,,,
2246.2,1920.0,wieliczka89,,,,,,
2247.2,1925.3,wieliczka89,,,,,,
2248.2,1930.1,wieliczka89,,,,,,
2249.2,1935.3000000000002,wieliczka89,,,,,,
2250.2,1941.1999999999998,wieliczka89,,,,,,
2251.2,1946.3999999999999,wieliczka89,,,,,,
2252.3,1953.3999999999999,wieliczka89,,,,,,
2252.8,1959.1000000000001,wieliczka89,,,,,,
2253.8,1964.9,wieliczka89,,,,,,
2254.8,1971.8,wieliczka89,,,,,,
